E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
	1.5544	2756	-1	EventGenerator/eBrem/eBrem/phot/
9.5964	2757	e-	EventGenerator	0.065192
	1.2428	2757	-1	EventGenerator/
9.5777	2758	e-	EventGenerator	0.065198
0.17219	2758	gamma	eBrem	0.06646
0.17219	2758	gamma	eBrem	-1e+06
2.1093	2758	gamma	eBrem	0.068056
2.1093	2758	e-	phot	-1e+06
	1.6498	2758	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.247	2759	e-	EventGenerator	0.06517
9.247	2759	gamma	eBrem	-1e+06
	1.1743	2759	-1	EventGenerator/eBrem/
9.6652	2760	e-	EventGenerator	0.065142
	1.6096	2760	-1	EventGenerator/
9.496	2761	e-	EventGenerator	0.06551
9.496	2761	gamma	eBrem	-1e+06
9.496	2761	gamma	eBrem	-1e+06
9.496	2761	e-	eIoni	-1e+06
9.496	2761	gamma	eBrem	-1e+06
9.496	2761	e-	phot	-1e+06
9.496	2761	gamma	eBrem	-1e+06
	8.3521	2761	-1	EventGenerator/eBrem/eBrem/eIoni/eBrem/phot/eBrem/
9.6485	2762	e-	EventGenerator	0.065177
9.6485	2762	gamma	eBrem	-1e+06
	1.1957	2762	-1	EventGenerator/eBrem/
9.6707	2763	e-	EventGenerator	0.065529
9.6707	2763	gamma	eBrem	-1e+06
9.6707	2763	gamma	eBrem	-1e+06
	1.5404	2763	-1	EventGenerator/eBrem/eBrem/
9.5803	2764	e-	EventGenerator	0.065667
	1.4173	2764	-1	EventGenerator/
9.6081	2765	e-	EventGenerator	0.065327
	1.4779	2765	-1	EventGenerator/
9.682	2766	e-	EventGenerator	0.065205
	1.3896	2766	-1	EventGenerator/
9.5666	2767	e-	EventGenerator	0.065456
9.5666	2767	gamma	eBrem	-1e+06
9.5666	2767	gamma	eBrem	-1e+06
9.5666	2767	gamma	eBrem	-1e+06
9.5666	2767	gamma	eBrem	-1e+06
9.5666	2767	e-	compt	-1e+06
	2.5814	2767	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/compt/
9.6707	2768	e-	EventGenerator	0.065635
	2.0293	2768	-1	EventGenerator/
9.0923	2769	e-	EventGenerator	0.065529
0.569	2769	gamma	eBrem	0.065204
0.569	2769	gamma	eBrem	-1e+06
0.569	2769	gamma	eBrem	-1e+06
0.569	2769	gamma	eBrem	-1e+06
	3.148	2769	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/
8.9744	2770	e-	EventGenerator	0.065206
	2.6844	2770	-1	EventGenerator/
9.5966	2771	e-	EventGenerator	0.065315
0.037138	2771	gamma	eBrem	0.065164
0.037138	2771	gamma	eBrem	-1e+06
0.037138	2771	gamma	eBrem	-1e+06
0.037138	2771	gamma	eBrem	-1e+06
0.037138	2771	e-	phot	-1e+06
0.037138	2771	e-	phot	-1e+06
0.037138	2771	e-	phot	-1e+06
	1.5114	2771	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/phot/phot/
9.477	2772	e-	EventGenerator	0.065181
	2.4922	2772	-1	EventGenerator/
9.6667	2773	e-	EventGenerator	0.06519
9.6667	2773	gamma	eBrem	-1e+06
9.6667	2773	gamma	eBrem	-1e+06
9.6667	2773	gamma	eBrem	-1e+06
9.6667	2773	gamma	eBrem	-1e+06
9.6667	2773	gamma	eBrem	-1e+06
	1.2333	2773	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/
9.6705	2774	e-	EventGenerator	0.067485
9.6705	2774	e-	eIoni	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
9.6705	2774	e-	phot	-1e+06
9.6705	2774	gamma	eBrem	-1e+06
	6.9009	2774	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/eBrem/eBrem/phot/eBrem/
9.3527	2775	e-	EventGenerator	0.065879
	1.2327	2775	-1	EventGenerator/
9.6864	2776	e-	EventGenerator	0.065243
9.6864	2776	gamma	eBrem	-1e+06
9.6864	2776	gamma	eBrem	-1e+06
9.6864	2776	e-	compt	-1e+06
	2.6658	2776	-1	EventGenerator/eBrem/eBrem/compt/
7.7612	2777	e-	EventGenerator	0.065237
7.7612	2777	gamma	eBrem	-1e+06
7.7612	2777	gamma	eBrem	-1e+06
7.7612	2777	e-	eIoni	-1e+06
7.7612	2777	gamma	eBrem	-1e+06
7.7612	2777	e-	compt	-1e+06
7.7612	2777	e-	phot	-1e+06
	3.1226	2777	-1	EventGenerator/eBrem/eBrem/eIoni/eBrem/compt/phot/
9.477	2778	e-	EventGenerator	0.067169
0.92361	2778	gamma	eBrem	0.06918
0.92361	2778	gamma	eBrem	-1e+06
0.92361	2778	gamma	eBrem	-1e+06
0.92361	2778	e-	phot	-1e+06
0.92361	2778	e-	compt	-1e+06
0.92361	2778	e-	phot	-1e+06
	3.638	2778	-1	EventGenerator/eBrem/eBrem/eBrem/phot/compt/phot/
8.6268	2779	e-	EventGenerator	0.065566
8.6268	2779	gamma	eBrem	-1e+06
8.6268	2779	gamma	eBrem	-1e+06
8.6268	2779	e-	compt	-1e+06
8.6268	2779	e-	phot	-1e+06
8.6268	2779	e-	phot	-1e+06
	2.8968	2779	-1	EventGenerator/eBrem/eBrem/compt/phot/phot/
9.658	2780	e-	EventGenerator	0.065451
9.658	2780	gamma	eBrem	-1e+06
1.5534	2780	gamma	eBrem	0.076212
1.5534	2780	e-	phot	-1e+06
	3.6748	2780	-1	EventGenerator/eBrem/eBrem/phot/
9.6267	2781	e-	EventGenerator	0.065372
	1.7185	2781	-1	EventGenerator/
9.608	2782	e-	EventGenerator	0.065561
	3.0223	2782	-1	EventGenerator/
9.5932	2783	e-	EventGenerator	0.065276
9.5932	2783	gamma	eBrem	-1e+06
	3.6647	2783	-1	EventGenerator/eBrem/
9.5671	2784	e-	EventGenerator	0.065699
	1.3237	2784	-1	EventGenerator/
8.9698	2785	e-	EventGenerator	0.065137
	1.3385	2785	-1	EventGenerator/
9.0997	2786	e-	EventGenerator	0.065571
	1.7869	2786	-1	EventGenerator/
9.6332	2787	e-	EventGenerator	0.066019
9.6332	2787	gamma	eBrem	-1e+06
9.6332	2787	gamma	eBrem	-1e+06
9.6332	2787	e-	phot	-1e+06
	2.0487	2787	-1	EventGenerator/eBrem/eBrem/phot/
9.3422	2788	e-	EventGenerator	0.065691
9.3422	2788	gamma	eBrem	-1e+06
9.3422	2788	gamma	eBrem	-1e+06
	2.9665	2788	-1	EventGenerator/eBrem/eBrem/
6.3146	2789	e-	EventGenerator	0.066901
3.3056	2789	e-	eIoni	0.066866
3.3056	2789	gamma	eBrem	-1e+06
3.3056	2789	gamma	eBrem	-1e+06
3.3056	2789	e-	phot	-1e+06
3.3056	2789	gamma	eBrem	-1e+06
	5.3404	2789	-1	EventGenerator/eIoni/eBrem/eBrem/phot/eBrem/
9.6553	2790	e-	EventGenerator	0.065586
9.6553	2790	gamma	eBrem	-1e+06
9.6553	2790	gamma	eBrem	-1e+06
9.6553	2790	gamma	eBrem	-1e+06
9.6553	2790	e-	phot	-1e+06
	1.4399	2790	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.6232	2791	e-	EventGenerator	0.065261
9.6232	2791	gamma	eBrem	-1e+06
9.6232	2791	gamma	eBrem	-1e+06
9.6232	2791	gamma	eBrem	-1e+06
	6.2138	2791	-1	EventGenerator/eBrem/eBrem/eBrem/
9.6566	2792	e-	EventGenerator	0.067941
9.6566	2792	gamma	eBrem	-1e+06
9.6566	2792	gamma	eBrem	-1e+06
9.6566	2792	gamma	eBrem	-1e+06
9.6566	2792	gamma	eBrem	-1e+06
	1.1903	2792	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/
9.5689	2793	e-	EventGenerator	0.065153
	1.1953	2793	-1	EventGenerator/
9.6457	2794	e-	EventGenerator	0.0652
9.6457	2794	gamma	eBrem	-1e+06
9.6457	2794	gamma	eBrem	-1e+06
9.6457	2794	e-	phot	-1e+06
	1.1899	2794	-1	EventGenerator/eBrem/eBrem/phot/
9.656	2795	e-	EventGenerator	0.065193
	1.6303	2795	-1	EventGenerator/
4.6306	2796	e-	EventGenerator	0.065536
5.0535	2796	gamma	eBrem	0.065247
5.0535	2796	gamma	eBrem	-1e+06
5.0535	2796	e-	phot	-1e+06
	1.9794	2796	-1	EventGenerator/eBrem/eBrem/phot/
9.6192	2797	e-	EventGenerator	0.06602
9.6192	2797	gamma	eBrem	-1e+06
9.6192	2797	gamma	eBrem	-1e+06
	3.2427	2797	-1	EventGenerator/eBrem/eBrem/
7.5333	2798	e-	EventGenerator	0.065747
1.0511	2798	gamma	eBrem	0.065242
1.0511	2798	gamma	eBrem	-1e+06
1.0511	2798	e-	phot	-1e+06
	5.0201	2798	-1	EventGenerator/eBrem/eBrem/phot/
9.6938	2799	e-	EventGenerator	0.065415
9.6938	2799	gamma	eBrem	-1e+06
9.6938	2799	e-	phot	-1e+06
	1.6362	2799	-1	EventGenerator/eBrem/phot/
9.5073	2800	e-	EventGenerator	0.065434
	1.1126	2800	-1	EventGenerator/
9.658	2801	e-	EventGenerator	0.065167
9.658	2801	gamma	eBrem	-1e+06
9.658	2801	e-	eIoni	-1e+06
9.658	2801	gamma	eBrem	-1e+06
9.658	2801	e-	phot	-1e+06
9.658	2801	gamma	eBrem	-1e+06
9.658	2801	e-	phot	-1e+06
	2.7945	2801	-1	EventGenerator/eBrem/eIoni/eBrem/phot/eBrem/phot/
9.4336	2802	e-	EventGenerator	0.065568
9.4336	2802	gamma	eBrem	-1e+06
9.4336	2802	e-	phot	-1e+06
	2.027	2802	-1	EventGenerator/eBrem/phot/
9.7036	2803	e-	EventGenerator	0.065201
9.7036	2803	gamma	eBrem	-1e+06
9.7036	2803	gamma	eBrem	-1e+06
	1.5539	2803	-1	EventGenerator/eBrem/eBrem/
9.5723	2804	e-	EventGenerator	0.065161
	1.2266	2804	-1	EventGenerator/
9.7036	2805	e-	EventGenerator	0.065251
	1.4159	2805	-1	EventGenerator/
9.4046	2806	e-	EventGenerator	0.065357
9.4046	2806	gamma	eBrem	-1e+06
	1.2324	2806	-1	EventGenerator/eBrem/
9.6106	2807	e-	EventGenerator	0.065431
9.6106	2807	e-	eIoni	-1e+06
9.6106	2807	gamma	eBrem	-1e+06
9.6106	2807	gamma	eBrem	-1e+06
9.6106	2807	e-	phot	-1e+06
	3.8394	2807	-1	EventGenerator/eIoni/eBrem/eBrem/phot/
9.6257	2808	e-	EventGenerator	0.065294
9.6257	2808	gamma	eBrem	-1e+06
9.6257	2808	e-	phot	-1e+06
	1.4586	2808	-1	EventGenerator/eBrem/phot/
9.5641	2809	e-	EventGenerator	0.06514
9.5641	2809	gamma	eBrem	-1e+06
9.5641	2809	e-	phot	-1e+06
	1.9637	2809	-1	EventGenerator/eBrem/phot/
9.674	2810	e-	EventGenerator	0.065334
	1.3482	2810	-1	EventGenerator/
9.6792	2811	e-	EventGenerator	0.065325
9.6792	2811	e-	eIoni	-1e+06
9.6792	2811	e-	eIoni	-1e+06
9.6792	2811	gamma	eBrem	-1e+06
9.6792	2811	gamma	eBrem	-1e+06
9.6792	2811	gamma	eBrem	-1e+06
9.6792	2811	gamma	eBrem	-1e+06
9.6792	2811	e-	phot	-1e+06
9.6792	2811	e-	phot	-1e+06
9.6792	2811	gamma	eBrem	-1e+06
	8.4328	2811	-1	EventGenerator/eIoni/eIoni/eBrem/eBrem/eBrem/eBrem/phot/phot/eBrem/
9.6523	2812	e-	EventGenerator	0.065211
2.3211	2812	gamma	eBrem	0.067968
2.3211	2812	gamma	eBrem	-1e+06
	1.3229	2812	-1	EventGenerator/eBrem/eBrem/
9.5729	2813	e-	EventGenerator	0.065253
	1.443	2813	-1	EventGenerator/
9.6748	2814	e-	EventGenerator	0.065595
9.6748	2814	gamma	eBrem	-1e+06
	1.7169	2814	-1	EventGenerator/eBrem/
9.6521	2815	e-	EventGenerator	0.065133
9.6521	2815	gamma	eBrem	-1e+06
9.6521	2815	e-	phot	-1e+06
	1.605	2815	-1	EventGenerator/eBrem/phot/
9.5947	2816	e-	EventGenerator	0.06539
2.3211	2816	e-	eIoni	0.067026
	4.2909	2816	-1	EventGenerator/eIoni/
9.5596	2817	e-	EventGenerator	0.06514
	1.4854	2817	-1	EventGenerator/
9.6438	2818	e-	EventGenerator	0.065253
9.6438	2818	gamma	eBrem	-1e+06
	1.4026	2818	-1	EventGenerator/eBrem/
8.1344	2819	e-	EventGenerator	0.065311
1.5773	2819	gamma	eBrem	0.065157
0.81116	2819	e-	compt	0.068172
	3.0551	2819	-1	EventGenerator/eBrem/compt/
9.6384	2820	e-	EventGenerator	0.065324
	1.2356	2820	-1	EventGenerator/
9.7159	2821	e-	EventGenerator	0.065375
9.7159	2821	gamma	eBrem	-1e+06
9.7159	2821	gamma	eBrem	-1e+06
	2.8731	2821	-1	EventGenerator/eBrem/eBrem/
9.5523	2822	e-	EventGenerator	0.065153
0.1012	2822	gamma	eBrem	0.065136
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	gamma	eBrem	-1e+06
0.1012	2822	e-	phot	-1e+06
0.1012	2822	e-	phot	-1e+06
0.1012	2822	e-	phot	-1e+06
0.1012	2822	e-	compt	-1e+06
0.1012	2822	e-	phot	-1e+06
0.1012	2822	e-	phot	-1e+06
	4.7581	2822	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/phot/compt/phot/phot/
9.3644	2823	e-	EventGenerator	0.06561
0.32584	2823	gamma	eBrem	0.065233
0.32584	2823	gamma	eBrem	-1e+06
0.32584	2823	e-	phot	-1e+06
	1.9061	2823	-1	EventGenerator/eBrem/eBrem/phot/
9.5887	2824	e-	EventGenerator	0.065476
9.5887	2824	e-	eIoni	-1e+06
	2.6898	2824	-1	EventGenerator/eIoni/
9.4827	2825	e-	EventGenerator	0.06534
9.4827	2825	gamma	eBrem	-1e+06
9.4827	2825	gamma	eBrem	-1e+06
9.4827	2825	gamma	eBrem	-1e+06
9.4827	2825	e-	phot	-1e+06
	4.9617	2825	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.5675	2826	e-	EventGenerator	0.066232
9.5675	2826	gamma	eBrem	-1e+06
9.5675	2826	gamma	eBrem	-1e+06
	1.3901	2826	-1	EventGenerator/eBrem/eBrem/
9.7007	2827	e-	EventGenerator	0.065697
9.7007	2827	gamma	eBrem	-1e+06
9.7007	2827	gamma	eBrem	-1e+06
	2.7738	2827	-1	EventGenerator/eBrem/eBrem/
9.6397	2829	e-	EventGenerator	0.065836
	1.5333	2829	-1	EventGenerator/
9.3414	2831	e-	EventGenerator	0.06539
9.3414	2831	gamma	eBrem	-1e+06
9.3414	2831	gamma	eBrem	-1e+06
	3.1901	2831	-1	EventGenerator/eBrem/eBrem/
9.6814	2832	e-	EventGenerator	0.065733
9.6814	2832	gamma	eBrem	-1e+06
9.6814	2832	gamma	eBrem	-1e+06
9.6814	2832	e-	phot	-1e+06
	1.5513	2832	-1	EventGenerator/eBrem/eBrem/phot/
9.5514	2833	e-	EventGenerator	0.065156
	1.176	2833	-1	EventGenerator/
9.5319	2834	e-	EventGenerator	0.066228
9.5319	2834	e-	eIoni	-1e+06
9.5319	2834	gamma	eBrem	-1e+06
9.5319	2834	gamma	eBrem	-1e+06
9.5319	2834	e-	phot	-1e+06
	4.4324	2834	-1	EventGenerator/eIoni/eBrem/eBrem/phot/
9.5124	2835	e-	EventGenerator	0.065855
9.5124	2835	gamma	eBrem	-1e+06
9.5124	2835	gamma	eBrem	-1e+06
	1.8078	2835	-1	EventGenerator/eBrem/eBrem/
9.6097	2836	e-	EventGenerator	0.065208
	1.4996	2836	-1	EventGenerator/
9.6849	2837	e-	EventGenerator	0.065388
	1.312	2837	-1	EventGenerator/
9.3723	2838	e-	EventGenerator	0.065168
9.3723	2838	e-	eIoni	-1e+06
9.3723	2838	gamma	eBrem	-1e+06
9.3723	2838	gamma	eBrem	-1e+06
9.3723	2838	gamma	eBrem	-1e+06
9.3723	2838	gamma	eBrem	-1e+06
9.3723	2838	e-	phot	-1e+06
9.3723	2838	e-	phot	-1e+06
9.3723	2838	gamma	eBrem	-1e+06
	3.2301	2838	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/eBrem/phot/phot/eBrem/
9.6469	2839	e-	EventGenerator	0.065369
	1.1298	2839	-1	EventGenerator/
9.6971	2840	e-	EventGenerator	0.066244
	1.9132	2840	-1	EventGenerator/
9.5407	2841	e-	EventGenerator	0.065844
9.5407	2841	gamma	eBrem	-1e+06
	1.4224	2841	-1	EventGenerator/eBrem/
8.1278	2842	e-	EventGenerator	0.065331
8.1278	2842	gamma	eBrem	-1e+06
	1.319	2842	-1	EventGenerator/eBrem/
9.3038	2843	e-	EventGenerator	0.065788
0.25952	2843	gamma	eBrem	0.065265
0.25952	2843	gamma	eBrem	-1e+06
0.25952	2843	e-	compt	-1e+06
	2.6615	2843	-1	EventGenerator/eBrem/eBrem/compt/
9.5925	2844	e-	EventGenerator	0.065152
	1.7049	2844	-1	EventGenerator/
9.6966	2845	e-	EventGenerator	0.065415
9.6966	2845	gamma	eBrem	-1e+06
9.6966	2845	e-	phot	-1e+06
	1.5262	2845	-1	EventGenerator/eBrem/phot/
9.6949	2846	e-	EventGenerator	0.06586
9.6949	2846	gamma	eBrem	-1e+06
9.6949	2846	gamma	eBrem	-1e+06
9.6949	2846	e-	compt	-1e+06
9.6949	2846	e-	phot	-1e+06
	2.2281	2846	-1	EventGenerator/eBrem/eBrem/compt/phot/
9.5289	2847	e-	EventGenerator	0.065134
9.5289	2847	gamma	eBrem	-1e+06
9.5289	2847	gamma	eBrem	-1e+06
9.5289	2847	e-	phot	-1e+06
	6.8134	2847	-1	EventGenerator/eBrem/eBrem/phot/
9.6654	2848	e-	EventGenerator	0.065219
9.6654	2848	gamma	eBrem	-1e+06
	1.1953	2848	-1	EventGenerator/eBrem/
9.6695	2849	e-	EventGenerator	0.066696
	4.3161	2849	-1	EventGenerator/
9.6577	2850	e-	EventGenerator	0.065627
9.6577	2850	gamma	eBrem	-1e+06
9.6577	2850	gamma	eBrem	-1e+06
9.6577	2850	e-	compt	-1e+06
	1.8623	2850	-1	EventGenerator/eBrem/eBrem/compt/
9.6008	2851	e-	EventGenerator	0.065545
9.6008	2851	gamma	eBrem	-1e+06
	1.6255	2851	-1	EventGenerator/eBrem/
9.6587	2852	e-	EventGenerator	0.066439
9.6587	2852	gamma	eBrem	-1e+06
	1.6565	2852	-1	EventGenerator/eBrem/
9.6379	2853	e-	EventGenerator	0.065224
9.6379	2853	gamma	eBrem	-1e+06
	1.9168	2853	-1	EventGenerator/eBrem/
9.5754	2854	e-	EventGenerator	0.065382
0.056197	2854	gamma	eBrem	0.065378
0.056197	2854	e-	eIoni	-1e+06
0.056197	2854	gamma	eBrem	-1e+06
0.056197	2854	e-	phot	-1e+06
	3.8283	2854	-1	EventGenerator/eBrem/eIoni/eBrem/phot/
9.6623	2855	e-	EventGenerator	0.065459
9.6623	2855	gamma	eBrem	-1e+06
9.6623	2855	gamma	eBrem	-1e+06
9.6623	2855	gamma	eBrem	-1e+06
9.6623	2855	gamma	eBrem	-1e+06
9.6623	2855	gamma	eBrem	-1e+06
9.6623	2855	e-	phot	-1e+06
9.6623	2855	e-	phot	-1e+06
	1.8479	2855	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/
9.6922	2856	e-	EventGenerator	0.065786
	1.2594	2856	-1	EventGenerator/
9.5818	2857	e-	EventGenerator	0.065254
	1.2408	2857	-1	EventGenerator/
9.6728	2858	e-	EventGenerator	0.065301
9.6728	2858	gamma	eBrem	-1e+06
	1.4078	2858	-1	EventGenerator/eBrem/
8.7695	2859	e-	EventGenerator	0.06557
8.7695	2859	e-	eIoni	-1e+06
8.7695	2859	gamma	eBrem	-1e+06
8.7695	2859	e-	phot	-1e+06
8.7695	2859	gamma	eBrem	-1e+06
	2.244	2859	-1	EventGenerator/eIoni/eBrem/phot/eBrem/
9.6252	2860	e-	EventGenerator	0.065667
9.6252	2860	gamma	eBrem	-1e+06
9.6252	2860	e-	phot	-1e+06
	1.3626	2860	-1	EventGenerator/eBrem/phot/
9.5546	2861	e-	EventGenerator	0.066924
	3.2631	2861	-1	EventGenerator/
9.5737	2862	e-	EventGenerator	0.065236
0.11121	2862	gamma	eBrem	0.065351
0.11121	2862	e-	phot	-1e+06
	1.8445	2862	-1	EventGenerator/eBrem/phot/
9.6717	2863	e-	EventGenerator	0.065165
9.6717	2863	gamma	eBrem	-1e+06
9.6717	2863	gamma	eBrem	-1e+06
9.6717	2863	e-	phot	-1e+06
	2.6667	2863	-1	EventGenerator/eBrem/eBrem/phot/
9.71	2864	e-	EventGenerator	0.065158
9.71	2864	gamma	eBrem	-1e+06
9.71	2864	gamma	eBrem	-1e+06
9.71	2864	gamma	eBrem	-1e+06
	4.0491	2864	-1	EventGenerator/eBrem/eBrem/eBrem/
9.6824	2865	e-	EventGenerator	0.065565
9.6824	2865	gamma	eBrem	-1e+06
9.6824	2865	gamma	eBrem	-1e+06
	1.6985	2865	-1	EventGenerator/eBrem/eBrem/
9.5632	2866	e-	EventGenerator	0.065696
9.5632	2866	gamma	eBrem	-1e+06
9.5632	2866	e-	phot	-1e+06
	1.9378	2866	-1	EventGenerator/eBrem/phot/
9.6628	2867	e-	EventGenerator	0.065294
9.6628	2867	gamma	eBrem	-1e+06
9.6628	2867	gamma	eBrem	-1e+06
	1.3823	2867	-1	EventGenerator/eBrem/eBrem/
9.6545	2868	e-	EventGenerator	0.065582
9.6545	2868	gamma	eBrem	-1e+06
9.6545	2868	e-	phot	-1e+06
	2.0555	2868	-1	EventGenerator/eBrem/phot/
9.683	2869	e-	EventGenerator	0.065479
9.683	2869	gamma	eBrem	-1e+06
	1.3662	2869	-1	EventGenerator/eBrem/
9.6872	2870	e-	EventGenerator	0.065459
	2.5913	2870	-1	EventGenerator/
9.5995	2871	e-	EventGenerator	0.065184
	1.4433	2871	-1	EventGenerator/
9.695	2872	e-	EventGenerator	0.065724
9.695	2872	gamma	eBrem	-1e+06
	1.2591	2872	-1	EventGenerator/eBrem/
9.6826	2873	e-	EventGenerator	0.06521
9.6826	2873	gamma	eBrem	-1e+06
	2.6486	2873	-1	EventGenerator/eBrem/
9.6738	2875	e-	EventGenerator	0.065462
9.6738	2875	gamma	eBrem	-1e+06
9.6738	2875	gamma	eBrem	-1e+06
9.6738	2875	e-	compt	-1e+06
9.6738	2875	e-	compt	-1e+06
9.6738	2875	e-	phot	-1e+06
	5.1844	2875	-1	EventGenerator/eBrem/eBrem/compt/compt/phot/
9.7166	2876	e-	EventGenerator	0.065256
9.7166	2876	e-	eIoni	-1e+06
	2.6489	2876	-1	EventGenerator/eIoni/
9.6801	2877	e-	EventGenerator	0.066985
9.6801	2877	gamma	eBrem	-1e+06
9.6801	2877	gamma	eBrem	-1e+06
9.6801	2877	gamma	eBrem	-1e+06
	3.5538	2877	-1	EventGenerator/eBrem/eBrem/eBrem/
9.4092	2878	e-	EventGenerator	0.065165
0.14009	2878	gamma	eBrem	0.065831
0.14009	2878	gamma	eBrem	-1e+06
0.14009	2878	gamma	eBrem	-1e+06
0.14009	2878	e-	phot	-1e+06
	1.6952	2878	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
4.7782	2879	e-	EventGenerator	0.067125
4.9078	2879	gamma	eBrem	0.065092
	2.0065	2879	-1	EventGenerator/eBrem/
9.5553	2880	e-	EventGenerator	0.065145
0.045463	2880	gamma	eBrem	0.065123
0.045463	2880	e-	phot	-1e+06
	1.5752	2880	-1	EventGenerator/eBrem/phot/
9.6667	2881	e-	EventGenerator	0.065483
9.6667	2881	gamma	eBrem	-1e+06
9.6667	2881	gamma	eBrem	-1e+06
9.6667	2881	gamma	eBrem	-1e+06
9.6667	2881	e-	phot	-1e+06
	3.6727	2881	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.5364	2882	e-	EventGenerator	0.065391
9.5364	2882	e-	eIoni	-1e+06
9.5364	2882	gamma	eBrem	-1e+06
9.5364	2882	gamma	eBrem	-1e+06
	6.296	2882	-1	EventGenerator/eIoni/eBrem/eBrem/
9.6176	2883	e-	EventGenerator	0.066055
9.6176	2883	gamma	eBrem	-1e+06
9.6176	2883	gamma	eBrem	-1e+06
9.6176	2883	gamma	eBrem	-1e+06
9.6176	2883	e-	phot	-1e+06
	2.3565	2883	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.6594	2884	e-	EventGenerator	0.06536
9.6594	2884	gamma	eBrem	-1e+06
	2.3834	2884	-1	EventGenerator/eBrem/
9.497	2885	e-	EventGenerator	0.065985
	1.7283	2885	-1	EventGenerator/
9.6361	2886	e-	EventGenerator	0.066091
	1.2776	2886	-1	EventGenerator/
9.6635	2887	e-	EventGenerator	0.066791
9.6635	2887	gamma	eBrem	-1e+06
	1.4419	2887	-1	EventGenerator/eBrem/
9.6939	2888	e-	EventGenerator	0.065148
	1.2227	2888	-1	EventGenerator/
9.636	2889	e-	EventGenerator	0.065152
9.636	2889	gamma	eBrem	-1e+06
	1.2022	2889	-1	EventGenerator/eBrem/
9.3559	2890	e-	EventGenerator	0.065528
9.3559	2890	gamma	eBrem	-1e+06
9.3559	2890	gamma	eBrem	-1e+06
	3.5654	2890	-1	EventGenerator/eBrem/eBrem/
9.6409	2891	e-	EventGenerator	0.065341
	1.3	2891	-1	EventGenerator/
9.6405	2892	e-	EventGenerator	0.066012
9.6405	2892	gamma	eBrem	-1e+06
9.6405	2892	gamma	eBrem	-1e+06
	3.7879	2892	-1	EventGenerator/eBrem/eBrem/
9.6098	2893	e-	EventGenerator	0.065254
	1.1867	2893	-1	EventGenerator/
9.3859	2894	e-	EventGenerator	0.065284
9.3859	2894	gamma	eBrem	-1e+06
	1.2109	2894	-1	EventGenerator/eBrem/
9.5659	2895	e-	EventGenerator	0.065242
2.4909	2895	e-	eIoni	0.068019
	1.7822	2895	-1	EventGenerator/eIoni/
9.6635	2896	e-	EventGenerator	0.065199
9.6635	2896	gamma	eBrem	-1e+06
9.6635	2896	gamma	eBrem	-1e+06
9.6635	2896	gamma	eBrem	-1e+06
9.6635	2896	gamma	eBrem	-1e+06
9.6635	2896	e-	phot	-1e+06
	1.2434	2896	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.4085	2897	e-	EventGenerator	0.066326
9.4085	2897	gamma	eBrem	-1e+06
	2.1996	2897	-1	EventGenerator/eBrem/
9.6452	2898	e-	EventGenerator	0.065393
	4.2877	2898	-1	EventGenerator/
9.6804	2899	e-	EventGenerator	0.065369
9.6804	2899	gamma	eBrem	-1e+06
9.6804	2899	e-	phot	-1e+06
	1.4079	2899	-1	EventGenerator/eBrem/phot/
9.6684	2900	e-	EventGenerator	0.065294
9.6684	2900	gamma	eBrem	-1e+06
9.6684	2900	gamma	eBrem	-1e+06
	1.3757	2900	-1	EventGenerator/eBrem/eBrem/
7.7042	2901	e-	EventGenerator	0.066781
7.7042	2901	gamma	eBrem	-1e+06
7.7042	2901	gamma	eBrem	-1e+06
7.7042	2901	gamma	eBrem	-1e+06
7.7042	2901	e-	phot	-1e+06
	3.549	2901	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.6474	2902	e-	EventGenerator	0.065616
	2.1938	2902	-1	EventGenerator/
9.7162	2903	e-	EventGenerator	0.066611
	1.4821	2903	-1	EventGenerator/
