E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
	2.2796	3575	-1	EventGenerator/eIoni/
9.2817	3576	e-	EventGenerator	0.065635
9.2817	3576	gamma	eBrem	-1e+06
9.2817	3576	gamma	eBrem	-1e+06
	2.1485	3576	-1	EventGenerator/eBrem/eBrem/
9.6314	3577	e-	EventGenerator	0.065373
9.6314	3577	gamma	eBrem	-1e+06
9.6314	3577	gamma	eBrem	-1e+06
	1.3326	3577	-1	EventGenerator/eBrem/eBrem/
9.5762	3578	e-	EventGenerator	0.06532
9.5762	3578	gamma	eBrem	-1e+06
9.5762	3578	gamma	eBrem	-1e+06
	1.3957	3578	-1	EventGenerator/eBrem/eBrem/
9.6623	3579	e-	EventGenerator	0.065579
	1.3664	3579	-1	EventGenerator/
9.6757	3580	e-	EventGenerator	0.065313
9.6757	3580	gamma	eBrem	-1e+06
9.6757	3580	gamma	eBrem	-1e+06
9.6757	3580	e-	phot	-1e+06
	2.2295	3580	-1	EventGenerator/eBrem/eBrem/phot/
9.6641	3581	e-	EventGenerator	0.06628
9.6641	3581	gamma	eBrem	-1e+06
9.6641	3581	e-	phot	-1e+06
	1.6876	3581	-1	EventGenerator/eBrem/phot/
9.5541	3582	e-	EventGenerator	0.066505
9.5541	3582	gamma	eBrem	-1e+06
9.5541	3582	gamma	eBrem	-1e+06
9.5541	3582	e-	phot	-1e+06
	1.7842	3582	-1	EventGenerator/eBrem/eBrem/phot/
9.6419	3583	e-	EventGenerator	0.065715
9.6419	3583	gamma	eBrem	-1e+06
9.6419	3583	gamma	eBrem	-1e+06
9.6419	3583	gamma	eBrem	-1e+06
9.6419	3583	e-	phot	-1e+06
	1.3062	3583	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
8.6215	3584	e-	EventGenerator	0.066104
8.6215	3584	gamma	eBrem	-1e+06
8.6215	3584	gamma	eBrem	-1e+06
	1.7534	3584	-1	EventGenerator/eBrem/eBrem/
9.4351	3585	e-	EventGenerator	0.065694
9.4351	3585	gamma	eBrem	-1e+06
9.4351	3585	gamma	eBrem	-1e+06
	2.6749	3585	-1	EventGenerator/eBrem/eBrem/
9.6675	3586	e-	EventGenerator	0.065166
9.6675	3586	gamma	eBrem	-1e+06
9.6675	3586	gamma	eBrem	-1e+06
	1.5106	3586	-1	EventGenerator/eBrem/eBrem/
9.6507	3587	e-	EventGenerator	0.065712
9.6507	3587	gamma	eBrem	-1e+06
	2.0639	3587	-1	EventGenerator/eBrem/
9.7017	3588	e-	EventGenerator	0.066067
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	gamma	eBrem	-1e+06
9.7017	3588	e-	phot	-1e+06
9.7017	3588	e-	phot	-1e+06
9.7017	3588	e-	phot	-1e+06
9.7017	3588	e-	phot	-1e+06
	4.846	3588	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/phot/phot/
2.7718	3589	e-	eIoni	0.067386
	1.9485	3589	-1	eIoni/
9.5988	3590	e-	EventGenerator	0.065296
9.5988	3590	gamma	eBrem	-1e+06
9.5988	3590	gamma	eBrem	-1e+06
	1.3691	3590	-1	EventGenerator/eBrem/eBrem/
9.6349	3591	e-	EventGenerator	0.065175
9.6349	3591	gamma	eBrem	-1e+06
9.6349	3591	gamma	eBrem	-1e+06
9.6349	3591	gamma	eBrem	-1e+06
9.6349	3591	gamma	eBrem	-1e+06
9.6349	3591	e-	phot	-1e+06
9.6349	3591	e-	compt	-1e+06
9.6349	3591	e-	phot	-1e+06
	2.3155	3591	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/compt/phot/
9.505	3592	e-	EventGenerator	0.065212
9.505	3592	gamma	eBrem	-1e+06
9.505	3592	gamma	eBrem	-1e+06
	2.1324	3592	-1	EventGenerator/eBrem/eBrem/
9.5812	3593	e-	EventGenerator	0.06523
9.5812	3593	gamma	eBrem	-1e+06
	1.5656	3593	-1	EventGenerator/eBrem/
8.7261	3594	e-	EventGenerator	0.065227
8.7261	3594	gamma	eBrem	-1e+06
8.7261	3594	e-	phot	-1e+06
	1.7642	3594	-1	EventGenerator/eBrem/phot/
9.6317	3595	e-	EventGenerator	0.065508
3.0161	3595	gamma	eBrem	0.07053
5.3046	3595	gamma	eBrem	0.070383
5.3046	3595	e-	conv	-1e+06
0.7212	3595	e+	conv	0.071046
0.7212	3595	gamma	annihil	-1e+06
0.511	3595	gamma	annihil	0.072274
0.511	3595	gamma	eBrem	-1e+06
0.511	3595	e-	phot	-1e+06
	3.3051	3595	-1	EventGenerator/eBrem/eBrem/conv/conv/annihil/annihil/eBrem/phot/
9.6873	3596	e-	EventGenerator	0.065221
	1.4542	3596	-1	EventGenerator/
9.6894	3597	e-	EventGenerator	0.06526
	1.6454	3597	-1	EventGenerator/
9.6279	3598	e-	EventGenerator	0.065239
9.6279	3598	gamma	eBrem	-1e+06
9.6279	3598	gamma	eBrem	-1e+06
9.6279	3598	e-	eIoni	-1e+06
	1.9722	3598	-1	EventGenerator/eBrem/eBrem/eIoni/
9.6053	3599	e-	EventGenerator	0.065137
	1.9861	3599	-1	EventGenerator/
9.6897	3600	e-	EventGenerator	0.06513
9.6897	3600	e-	eIoni	-1e+06
9.6897	3600	gamma	eBrem	-1e+06
	4.6758	3600	-1	EventGenerator/eIoni/eBrem/
9.3638	3601	e-	EventGenerator	0.065442
9.3638	3601	gamma	eBrem	-1e+06
9.3638	3601	gamma	eBrem	-1e+06
9.3638	3601	e-	conv	-1e+06
9.3638	3601	e+	conv	-1e+06
9.3638	3601	gamma	annihil	-1e+06
9.3638	3601	gamma	annihil	-1e+06
	4.2861	3601	-1	EventGenerator/eBrem/eBrem/conv/conv/annihil/annihil/
9.6355	3602	e-	EventGenerator	0.065195
9.6355	3602	gamma	eBrem	-1e+06
	1.4872	3602	-1	EventGenerator/eBrem/
9.454	3603	e-	EventGenerator	0.066041
9.454	3603	gamma	eBrem	-1e+06
	1.3821	3603	-1	EventGenerator/eBrem/
9.5966	3604	e-	EventGenerator	0.065816
9.5966	3604	gamma	eBrem	-1e+06
	2.0117	3604	-1	EventGenerator/eBrem/
9.6222	3605	e-	EventGenerator	0.066552
	1.1121	3605	-1	EventGenerator/
9.697	3606	e-	EventGenerator	0.065148
	1.1809	3606	-1	EventGenerator/
9.6076	3607	e-	EventGenerator	0.066587
9.6076	3607	gamma	eBrem	-1e+06
9.6076	3607	gamma	eBrem	-1e+06
9.6076	3607	gamma	eBrem	-1e+06
	8.4498	3607	-1	EventGenerator/eBrem/eBrem/eBrem/
9.5385	3608	e-	EventGenerator	0.065294
9.5385	3608	gamma	eBrem	-1e+06
9.5385	3608	gamma	eBrem	-1e+06
	3.7909	3608	-1	EventGenerator/eBrem/eBrem/
9.2708	3609	e-	EventGenerator	0.065563
0.16174	3609	gamma	eBrem	0.065103
0.21425	3609	gamma	eBrem	0.065096
0.21425	3609	gamma	eBrem	-1e+06
0.21425	3609	e-	phot	-1e+06
	1.9024	3609	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.5576	3610	e-	EventGenerator	0.065266
9.5576	3610	gamma	eBrem	-1e+06
9.5576	3610	e-	phot	-1e+06
	1.6125	3610	-1	EventGenerator/eBrem/phot/
9.6097	3611	e-	EventGenerator	0.065876
9.6097	3611	gamma	eBrem	-1e+06
1.9084	3611	gamma	eBrem	0.068453
	1.9609	3611	-1	EventGenerator/eBrem/eBrem/
9.6351	3612	e-	EventGenerator	0.065294
9.6351	3612	gamma	eBrem	-1e+06
9.6351	3612	gamma	eBrem	-1e+06
9.6351	3612	gamma	eBrem	-1e+06
9.6351	3612	gamma	eBrem	-1e+06
	2.0534	3612	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/
1.8281	3613	gamma	eBrem	0.065086
9.5161	3614	e-	EventGenerator	0.065468
9.5161	3614	gamma	eBrem	-1e+06
9.5161	3614	gamma	eBrem	-1e+06
9.5161	3614	e-	phot	-1e+06
	1.6296	3614	-1	EventGenerator/eBrem/eBrem/phot/
9.6959	3615	e-	EventGenerator	0.065178
9.6959	3615	gamma	eBrem	-1e+06
9.6959	3615	gamma	eBrem	-1e+06
	1.8297	3615	-1	EventGenerator/eBrem/eBrem/
9.6132	3616	e-	EventGenerator	0.065421
9.6132	3616	gamma	eBrem	-1e+06
9.6132	3616	gamma	eBrem	-1e+06
9.6132	3616	e-	phot	-1e+06
	3.2931	3616	-1	EventGenerator/eBrem/eBrem/phot/
9.4737	3617	e-	EventGenerator	0.065136
9.4737	3617	gamma	eBrem	-1e+06
	2.237	3617	-1	EventGenerator/eBrem/
9.6382	3618	e-	EventGenerator	0.06592
	1.7524	3618	-1	EventGenerator/
9.6344	3619	e-	EventGenerator	0.065899
1.4568	3619	gamma	eBrem	0.071552
	3.4358	3619	-1	EventGenerator/eBrem/
9.6307	3620	e-	EventGenerator	0.06519
	1.2554	3620	-1	EventGenerator/
9.6376	3621	e-	EventGenerator	0.067502
	1.9266	3621	-1	EventGenerator/
9.6625	3622	e-	EventGenerator	0.065939
9.6625	3622	gamma	eBrem	-1e+06
9.6625	3622	gamma	eBrem	-1e+06
	1.542	3622	-1	EventGenerator/eBrem/eBrem/
9.6609	3623	e-	EventGenerator	0.06519
9.6609	3623	gamma	eBrem	-1e+06
9.6609	3623	gamma	eBrem	-1e+06
	4.0286	3623	-1	EventGenerator/eBrem/eBrem/
9.6822	3624	e-	EventGenerator	0.06556
9.6822	3624	gamma	eBrem	-1e+06
9.6822	3624	e-	eIoni	-1e+06
	2.5066	3624	-1	EventGenerator/eBrem/eIoni/
9.6448	3625	e-	EventGenerator	0.06627
9.6448	3625	gamma	eBrem	-1e+06
9.6448	3625	gamma	eBrem	-1e+06
	1.8883	3625	-1	EventGenerator/eBrem/eBrem/
9.3416	3626	e-	EventGenerator	0.06529
	1.3357	3626	-1	EventGenerator/
9.4678	3627	e-	EventGenerator	0.069377
9.4678	3627	gamma	eBrem	-1e+06
9.4678	3627	gamma	eBrem	-1e+06
9.4678	3627	e-	phot	-1e+06
	1.879	3627	-1	EventGenerator/eBrem/eBrem/phot/
9.7014	3628	e-	EventGenerator	0.065469
0.32109	3628	gamma	eBrem	0.068018
0.32109	3628	gamma	eBrem	-1e+06
0.32109	3628	e-	compt	-1e+06
	1.2935	3628	-1	EventGenerator/eBrem/eBrem/compt/
9.649	3629	e-	EventGenerator	0.065398
	1.6145	3629	-1	EventGenerator/
8.8218	3630	e-	EventGenerator	0.065418
0.86519	3630	gamma	eBrem	0.065131
0.86519	3630	gamma	eBrem	-1e+06
	1.3088	3630	-1	EventGenerator/eBrem/eBrem/
9.6861	3631	e-	EventGenerator	0.065212
	1.6239	3631	-1	EventGenerator/
9.6805	3632	e-	EventGenerator	0.065792
9.6805	3632	gamma	eBrem	-1e+06
9.6805	3632	gamma	eBrem	-1e+06
9.6805	3632	e-	phot	-1e+06
	1.6539	3632	-1	EventGenerator/eBrem/eBrem/phot/
6.8541	3633	e-	EventGenerator	0.065265
2.2967	3633	gamma	eBrem	0.065647
	3.7133	3633	-1	EventGenerator/eBrem/
9.6034	3634	e-	EventGenerator	0.065503
	2.1868	3634	-1	EventGenerator/
9.6484	3635	e-	EventGenerator	0.065689
	2.4392	3635	-1	EventGenerator/
9.635	3636	e-	EventGenerator	0.06529
	4.6888	3636	-1	EventGenerator/
9.5778	3637	e-	EventGenerator	0.065223
9.5778	3637	gamma	eBrem	-1e+06
9.5778	3637	e-	phot	-1e+06
	1.8043	3637	-1	EventGenerator/eBrem/phot/
9.6247	3638	e-	EventGenerator	0.065296
	1.2089	3638	-1	EventGenerator/
9.6655	3639	e-	EventGenerator	0.065722
9.6655	3639	gamma	eBrem	-1e+06
9.6655	3639	gamma	eBrem	-1e+06
	1.497	3639	-1	EventGenerator/eBrem/eBrem/
9.6905	3640	e-	EventGenerator	0.06553
9.6905	3640	gamma	eBrem	-1e+06
9.6905	3640	gamma	eBrem	-1e+06
	1.4766	3640	-1	EventGenerator/eBrem/eBrem/
9.6193	3641	e-	EventGenerator	0.065485
9.6193	3641	gamma	eBrem	-1e+06
9.6193	3641	gamma	eBrem	-1e+06
9.6193	3641	gamma	eBrem	-1e+06
9.6193	3641	e-	phot	-1e+06
9.6193	3641	e-	phot	-1e+06
9.6193	3641	e-	compt	-1e+06
	7.374	3641	-1	EventGenerator/eBrem/eBrem/eBrem/phot/phot/compt/
9.6966	3642	e-	EventGenerator	0.065129
	1.9451	3642	-1	EventGenerator/
9.698	3643	e-	EventGenerator	0.065262
9.698	3643	gamma	eBrem	-1e+06
	1.2626	3643	-1	EventGenerator/eBrem/
9.5169	3644	e-	EventGenerator	0.06526
9.5169	3644	gamma	eBrem	-1e+06
9.5169	3644	gamma	eBrem	-1e+06
	3.3188	3644	-1	EventGenerator/eBrem/eBrem/
9.4304	3645	e-	EventGenerator	0.065229
9.4304	3645	gamma	eBrem	-1e+06
	2.2737	3645	-1	EventGenerator/eBrem/
9.6397	3646	e-	EventGenerator	0.065228
9.6397	3646	gamma	eBrem	-1e+06
9.6397	3646	gamma	eBrem	-1e+06
	1.2977	3646	-1	EventGenerator/eBrem/eBrem/
9.6786	3647	e-	EventGenerator	0.065649
	1.4451	3647	-1	EventGenerator/
9.6907	3648	e-	EventGenerator	0.06554
	1.724	3648	-1	EventGenerator/
9.7059	3649	e-	EventGenerator	0.065503
9.7059	3649	gamma	eBrem	-1e+06
9.7059	3649	gamma	eBrem	-1e+06
9.7059	3649	gamma	eBrem	-1e+06
	1.367	3649	-1	EventGenerator/eBrem/eBrem/eBrem/
9.6757	3650	e-	EventGenerator	0.06589
9.6757	3650	gamma	eBrem	-1e+06
	1.3557	3650	-1	EventGenerator/eBrem/
9.567	3651	e-	EventGenerator	0.065586
	2.4462	3651	-1	EventGenerator/
9.6977	3652	e-	EventGenerator	0.065558
	1.1424	3652	-1	EventGenerator/
9.6647	3653	e-	EventGenerator	0.065172
9.6647	3653	gamma	eBrem	-1e+06
9.6647	3653	gamma	eBrem	-1e+06
9.6647	3653	gamma	eBrem	-1e+06
9.6647	3653	e-	compt	-1e+06
9.6647	3653	e-	phot	-1e+06
9.6647	3653	e-	phot	-1e+06
	3.6649	3653	-1	EventGenerator/eBrem/eBrem/eBrem/compt/phot/phot/
9.6177	3654	e-	EventGenerator	0.065832
9.6177	3654	gamma	eBrem	-1e+06
	1.4357	3654	-1	EventGenerator/eBrem/
7.7646	3655	e-	EventGenerator	0.06533
0.28154	3655	gamma	eBrem	0.065605
0.28154	3655	gamma	eBrem	-1e+06
0.28154	3655	gamma	eBrem	-1e+06
0.28154	3655	gamma	eBrem	-1e+06
0.28154	3655	e-	phot	-1e+06
	2.6879	3655	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.5341	3656	e-	EventGenerator	0.065171
0.01252	3656	gamma	eBrem	0.065321
0.01252	3656	gamma	eBrem	-1e+06
0.01252	3656	gamma	eBrem	-1e+06
0.01252	3656	gamma	eBrem	-1e+06
0.01252	3656	gamma	eBrem	-1e+06
0.01252	3656	e-	compt	-1e+06
0.01252	3656	e-	phot	-1e+06
0.01252	3656	e-	phot	-1e+06
	3.6281	3656	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/compt/phot/phot/
9.6369	3657	e-	EventGenerator	0.065565
9.6369	3657	gamma	eBrem	-1e+06
	1.33	3657	-1	EventGenerator/eBrem/
9.6872	3658	e-	EventGenerator	0.065133
9.6872	3658	gamma	eBrem	-1e+06
	1.7077	3658	-1	EventGenerator/eBrem/
9.6292	3659	e-	EventGenerator	0.067288
9.6292	3659	gamma	eBrem	-1e+06
	1.1806	3659	-1	EventGenerator/eBrem/
9.5863	3660	e-	EventGenerator	0.065167
0.048166	3660	gamma	eBrem	0.065123
0.048166	3660	gamma	eBrem	-1e+06
0.048166	3660	gamma	eBrem	-1e+06
0.048166	3660	e-	phot	-1e+06
	1.4025	3660	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
7.9682	3661	e-	EventGenerator	0.06542
7.9682	3661	gamma	eBrem	-1e+06
7.9682	3661	e-	phot	-1e+06
	4.4434	3661	-1	EventGenerator/eBrem/phot/
9.652	3662	e-	EventGenerator	0.065409
3.1696	3662	gamma	eBrem	0.067486
3.1696	3662	gamma	eBrem	-1e+06
	1.5006	3662	-1	EventGenerator/eBrem/eBrem/
9.539	3663	e-	EventGenerator	0.065174
9.539	3663	gamma	eBrem	-1e+06
9.539	3663	e-	eIoni	-1e+06
9.539	3663	gamma	eBrem	-1e+06
9.539	3663	gamma	eBrem	-1e+06
9.539	3663	gamma	eBrem	-1e+06
9.539	3663	e-	phot	-1e+06
9.539	3663	e-	phot	-1e+06
	6.0595	3663	-1	EventGenerator/eBrem/eIoni/eBrem/eBrem/eBrem/phot/phot/
9.6091	3664	e-	EventGenerator	0.065301
0.019873	3664	gamma	eBrem	0.065176
0.019873	3664	e-	phot	-1e+06
	1.3658	3664	-1	EventGenerator/eBrem/phot/
9.6012	3665	e-	EventGenerator	0.065152
9.6012	3665	gamma	eBrem	-1e+06
9.6012	3665	gamma	eBrem	-1e+06
9.6012	3665	e-	phot	-1e+06
	1.783	3665	-1	EventGenerator/eBrem/eBrem/phot/
9.5852	3666	e-	EventGenerator	0.065481
9.5852	3666	e-	eIoni	-1e+06
9.5852	3666	gamma	eBrem	-1e+06
9.5852	3666	gamma	eBrem	-1e+06
9.5852	3666	e-	phot	-1e+06
	4.4017	3666	-1	EventGenerator/eIoni/eBrem/eBrem/phot/
9.647	3667	e-	EventGenerator	0.065254
9.647	3667	gamma	eBrem	-1e+06
9.647	3667	gamma	eBrem	-1e+06
9.647	3667	e-	phot	-1e+06
	1.5377	3667	-1	EventGenerator/eBrem/eBrem/phot/
9.6323	3668	e-	EventGenerator	0.066061
9.6323	3668	gamma	eBrem	-1e+06
9.6323	3668	gamma	eBrem	-1e+06
1.8956	3668	gamma	eBrem	0.077813
1.8956	3668	gamma	eBrem	-1e+06
1.8956	3668	e-	phot	-1e+06
	7.3254	3668	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.6357	3669	e-	EventGenerator	0.065159
9.6357	3669	gamma	eBrem	-1e+06
9.6357	3669	gamma	eBrem	-1e+06
9.6357	3669	gamma	eBrem	-1e+06
9.6357	3669	gamma	eBrem	-1e+06
9.6357	3669	gamma	eBrem	-1e+06
9.6357	3669	e-	compt	-1e+06
9.6357	3669	e-	phot	-1e+06
	4.5565	3669	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/compt/phot/
9.6298	3670	e-	EventGenerator	0.065235
	1.2172	3670	-1	EventGenerator/
9.6667	3671	e-	EventGenerator	0.065166
9.6667	3671	gamma	eBrem	-1e+06
9.6667	3671	gamma	eBrem	-1e+06
9.6667	3671	gamma	eBrem	-1e+06
	1.3675	3671	-1	EventGenerator/eBrem/eBrem/eBrem/
9.5718	3672	e-	EventGenerator	0.065164
9.5718	3672	gamma	eBrem	-1e+06
	1.6623	3672	-1	EventGenerator/eBrem/
9.626	3673	e-	EventGenerator	0.065732
9.626	3673	gamma	eBrem	-1e+06
	1.2613	3673	-1	EventGenerator/eBrem/
9.4969	3674	e-	EventGenerator	0.065132
9.4969	3674	gamma	eBrem	-1e+06
	1.1437	3674	-1	EventGenerator/eBrem/
9.6474	3675	e-	EventGenerator	0.065295
	1.1872	3675	-1	EventGenerator/
9.5822	3676	e-	EventGenerator	0.065906
	1.2474	3676	-1	EventGenerator/
9.6261	3677	e-	EventGenerator	0.065172
2.0154	3677	gamma	eBrem	0.068532
2.0154	3677	gamma	eBrem	-1e+06
	1.2958	3677	-1	EventGenerator/eBrem/eBrem/
9.2763	3678	e-	EventGenerator	0.065454
0.33239	3678	gamma	eBrem	0.065207
	1.2684	3678	-1	EventGenerator/eBrem/
9.684	3679	e-	EventGenerator	0.065226
9.684	3679	gamma	eBrem	-1e+06
0.51635	3679	e-	compt	0.069072
	1.3922	3679	-1	EventGenerator/eBrem/compt/
9.6371	3680	e-	EventGenerator	0.065436
9.6371	3680	gamma	eBrem	-1e+06
9.6371	3680	e-	phot	-1e+06
	1.5427	3680	-1	EventGenerator/eBrem/phot/
9.6769	3681	e-	EventGenerator	0.065241
9.6769	3681	gamma	eBrem	-1e+06
9.6769	3681	gamma	eBrem	-1e+06
9.6769	3681	e-	phot	-1e+06
	2.1189	3681	-1	EventGenerator/eBrem/eBrem/phot/
9.6082	3682	e-	EventGenerator	0.065483
9.6082	3682	gamma	eBrem	-1e+06
9.6082	3682	gamma	eBrem	-1e+06
9.6082	3682	gamma	eBrem	-1e+06
9.6082	3682	gamma	eBrem	-1e+06
9.6082	3682	gamma	eBrem	-1e+06
9.6082	3682	e-	phot	-1e+06
9.6082	3682	e-	phot	-1e+06
	5.123	3682	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/
9.4421	3683	e-	EventGenerator	0.065133
	1.3451	3683	-1	EventGenerator/
9.6623	3684	e-	EventGenerator	0.065646
9.6623	3684	gamma	eBrem	-1e+06
	1.6067	3684	-1	EventGenerator/eBrem/
9.6405	3685	e-	EventGenerator	0.065306
	1.1816	3685	-1	EventGenerator/
5.6147	3686	e-	EventGenerator	0.066098
5.6147	3686	gamma	eBrem	-1e+06
5.6147	3686	gamma	eBrem	-1e+06
5.6147	3686	e-	phot	-1e+06
5.6147	3686	e-	phot	-1e+06
	1.7517	3686	-1	EventGenerator/eBrem/eBrem/phot/phot/
9.5728	3687	e-	EventGenerator	0.06588
0.58708	3687	e-	eIoni	0.068805
0.58708	3687	gamma	eBrem	-1e+06
0.58708	3687	gamma	eBrem	-1e+06
0.58708	3687	gamma	eBrem	-1e+06
0.58708	3687	e-	phot	-1e+06
	3.5681	3687	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/phot/
9.6429	3688	e-	EventGenerator	0.065275
9.6429	3688	gamma	eBrem	-1e+06
	1.5437	3688	-1	EventGenerator/eBrem/
9.6827	3689	e-	EventGenerator	0.065586
9.6827	3689	gamma	eBrem	-1e+06
9.6827	3689	gamma	eBrem	-1e+06
9.6827	3689	e-	phot	-1e+06
	4.0315	3689	-1	EventGenerator/eBrem/eBrem/phot/
9.4882	3690	e-	EventGenerator	0.065514
9.4882	3690	gamma	eBrem	-1e+06
9.4882	3690	e-	phot	-1e+06
	2.7386	3690	-1	EventGenerator/eBrem/phot/
9.6291	3691	e-	EventGenerator	0.065203
	1.2988	3691	-1	EventGenerator/
9.7109	3692	e-	EventGenerator	0.066445
9.7109	3692	gamma	eBrem	-1e+06
	1.6919	3692	-1	EventGenerator/eBrem/
9.3911	3693	e-	EventGenerator	0.065302
9.3911	3693	gamma	eBrem	-1e+06
9.3911	3693	gamma	eBrem	-1e+06
	1.3415	3693	-1	EventGenerator/eBrem/eBrem/
6.9888	3694	e-	EventGenerator	0.06563
2.6242	3694	e-	eIoni	0.069236
2.6242	3694	gamma	eBrem	-1e+06
2.6242	3694	gamma	eBrem	-1e+06
	7.3984	3694	-1	EventGenerator/eIoni/eBrem/eBrem/
9.6676	3695	e-	EventGenerator	0.066069
9.6676	3695	gamma	eBrem	-1e+06
	1.3475	3695	-1	EventGenerator/eBrem/
9.6995	3696	e-	EventGenerator	0.065603
9.6995	3696	gamma	eBrem	-1e+06
	1.4321	3696	-1	EventGenerator/eBrem/
9.1927	3697	e-	EventGenerator	0.065515
	1.1532	3697	-1	EventGenerator/
9.655	3698	e-	EventGenerator	0.065462
9.655	3698	gamma	eBrem	-1e+06
	1.4842	3698	-1	EventGenerator/eBrem/
9.5035	3699	e-	EventGenerator	0.065312
9.5035	3699	gamma	eBrem	-1e+06
9.5035	3699	gamma	eBrem	-1e+06
9.5035	3699	gamma	eBrem	-1e+06
9.5035	3699	gamma	eBrem	-1e+06
9.5035	3699	e-	phot	-1e+06
9.5035	3699	e-	phot	-1e+06
	2.3666	3699	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/phot/
9.6882	3700	e-	EventGenerator	0.065319
9.6882	3700	gamma	eBrem	-1e+06
9.6882	3700	gamma	eBrem	-1e+06
	1.6649	3700	-1	EventGenerator/eBrem/eBrem/
9.6493	3701	e-	EventGenerator	0.065325
	1.6613	3701	-1	EventGenerator/
9.6667	3702	e-	EventGenerator	0.065551
	1.3823	3702	-1	EventGenerator/
9.5858	3703	e-	EventGenerator	0.065387
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	gamma	eBrem	-1e+06
9.5858	3703	e-	phot	-1e+06
9.5858	3703	e-	phot	-1e+06
9.5858	3703	e-	phot	-1e+06
9.5858	3703	e-	phot	-1e+06
	7.489	3703	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/phot/phot/
9.6518	3704	e-	EventGenerator	0.06544
9.6518	3704	gamma	eBrem	-1e+06
	1.2104	3704	-1	EventGenerator/eBrem/
9.5029	3705	e-	EventGenerator	0.065335
9.5029	3705	gamma	eBrem	-1e+06
	1.5009	3705	-1	EventGenerator/eBrem/
9.3765	3706	e-	EventGenerator	0.065216
0.30087	3706	gamma	eBrem	0.065284
0.30087	3706	gamma	eBrem	-1e+06
	1.5722	3706	-1	EventGenerator/eBrem/eBrem/
9.6594	3707	e-	EventGenerator	0.065545
9.6594	3707	gamma	eBrem	-1e+06
	1.2946	3707	-1	EventGenerator/eBrem/
9.446	3708	e-	EventGenerator	0.065908
9.446	3708	gamma	eBrem	-1e+06
9.446	3708	gamma	eBrem	-1e+06
	1.2138	3708	-1	EventGenerator/eBrem/eBrem/
9.557	3709	e-	EventGenerator	0.065425
9.557	3709	gamma	eBrem	-1e+06
9.557	3709	gamma	eBrem	-1e+06
9.557	3709	gamma	eBrem	-1e+06
	4.2807	3709	-1	EventGenerator/eBrem/eBrem/eBrem/
9.6472	3710	e-	EventGenerator	0.065253
9.6472	3710	gamma	eBrem	-1e+06
	1.4093	3710	-1	EventGenerator/eBrem/
9.638	3711	e-	EventGenerator	0.065246
9.638	3711	gamma	eBrem	-1e+06
	1.9213	3711	-1	EventGenerator/eBrem/
9.0176	3712	e-	EventGenerator	0.066151
9.0176	3712	gamma	eBrem	-1e+06
	1.4994	3712	-1	EventGenerator/eBrem/
9.5958	3713	e-	EventGenerator	0.06564
	1.3208	3713	-1	EventGenerator/
9.1984	3714	e-	EventGenerator	0.065654
	1.4861	3714	-1	EventGenerator/
9.0461	3715	e-	EventGenerator	0.065266
	1.3788	3715	-1	EventGenerator/
9.6633	3716	e-	EventGenerator	0.065865
9.6633	3716	gamma	eBrem	-1e+06
	3.0835	3716	-1	EventGenerator/eBrem/
9.6883	3717	e-	EventGenerator	0.065417
9.6883	3717	gamma	eBrem	-1e+06
9.6883	3717	gamma	eBrem	-1e+06
9.6883	3717	gamma	eBrem	-1e+06
9.6883	3717	e-	phot	-1e+06
9.6883	3717	e-	phot	-1e+06
	6.7813	3717	-1	EventGenerator/eBrem/eBrem/eBrem/phot/phot/
9.3487	3718	e-	EventGenerator	0.065515
0.26668	3718	gamma	eBrem	0.065219
	1.6552	3718	-1	EventGenerator/eBrem/
9.6699	3719	e-	EventGenerator	0.065352
9.6699	3719	gamma	eBrem	-1e+06
9.6699	3719	gamma	eBrem	-1e+06
9.6699	3719	gamma	eBrem	-1e+06
